Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,Label
90099,79,22,2320,961,9,13,DDoS
8967,27,27,90043,749,5,43,DDoS
12871,15,10,39921,97,9,1,DDoS
95299,92,80,7589,19,4,7,DDoS
78452,19,61,65409,317,5,21,DDoS
75270,90,51,93995,443,6,12,DDoS
34613,52,10,16589,811,8,20,DDoS
29179,26,6,37375,173,6,20,DDoS
53188,89,62,44085,248,3,27,DDoS
56099,26,5,61840,326,9,32,DDoS
36262,26,70,44200,665,4,28,DDoS
79213,46,63,99704,344,5,36,DDoS
19268,92,56,27732,27,8,21,DDoS
78866,49,59,98047,80,4,25,DDoS
87269,82,63,23426,184,4,10,DDoS
61545,96,89,31982,863,6,10,DDoS
93822,53,59,60720,809,1,44,DDoS
73146,3,51,17746,820,2,33,DDoS
72966,66,50,29514,348,1,18,DDoS
40922,97,4,65889,945,9,47,DDoS
80364,42,48,4851,257,9,36,DDoS
43913,19,32,20796,202,1,13,DDoS
98033,17,51,77034,428,2,28,DDoS
56677,33,52,63798,334,5,18,DDoS
50841,76,99,99388,315,4,36,DDoS
47332,49,74,63985,789,4,20,DDoS
93062,56,34,35592,213,1,23,DDoS
96694,63,36,45845,862,1,25,DDoS
26032,3,70,16930,132,0,40,DDoS
38846,49,43,22159,579,2,11,DDoS
60474,55,16,96072,860,6,47,DDoS
45936,26,59,90788,456,4,18,DDoS
30794,99,53,25003,722,6,46,DDoS
62588,72,19,36139,500,8,48,DDoS
71984,52,98,53452,442,5,29,DDoS
51331,7,89,23205,633,1,14,DDoS
95397,46,95,97059,137,0,2,DDoS
29141,46,41,57955,557,0,48,DDoS
10074,16,81,8464,755,9,12,DDoS
7406,24,47,83646,831,8,8,DDoS
98359,61,94,73657,56,5,12,DDoS
24291,54,54,10840,514,5,15,DDoS
42568,62,55,41768,124,3,13,DDoS
98539,1,95,10461,425,1,7,DDoS
47851,49,19,21927,776,9,18,DDoS
55823,25,62,90934,232,2,31,DDoS
24312,10,99,99622,645,2,34,DDoS
44108,80,93,16329,958,7,22,DDoS
67918,16,59,16791,512,5,20,DDoS
35171,58,65,53627,681,6,17,DDoS
42779,72,68,15372,967,8,47,DDoS
69828,29,28,93890,942,0,13,DDoS
99723,92,18,49469,105,1,15,DDoS
13411,6,26,88073,116,8,23,DDoS
58009,16,19,35370,641,4,48,DDoS
16422,20,55,52408,622,3,31,DDoS
43468,80,57,91941,624,0,10,DDoS
33371,71,6,24703,687,8,44,DDoS
58022,78,1,16234,935,8,10,DDoS
72229,43,8,8532,707,3,3,DDoS
52196,26,97,36416,41,8,25,DDoS
81354,90,51,73439,502,9,45,DDoS
97774,78,85,19242,75,0,4,DDoS
97410,71,88,51254,188,4,35,DDoS
27715,33,25,80324,788,0,32,DDoS
28605,26,47,36249,452,3,13,DDoS
32174,45,55,96049,925,4,31,DDoS
10956,84,64,86078,558,2,6,DDoS
77373,63,83,33294,210,1,9,DDoS
70252,67,93,60784,879,5,1,DDoS
62949,52,10,4684,58,2,9,DDoS
63646,68,56,24795,796,9,34,DDoS
71017,26,12,61301,960,0,20,DDoS
64037,75,33,70187,689,4,39,DDoS
90818,2,71,11431,272,1,41,DDoS
7548,14,17,76667,142,1,7,DDoS
74294,30,61,90627,819,3,45,DDoS
24177,49,10,91381,353,3,17,DDoS
25022,12,31,91027,185,3,8,DDoS
6542,90,60,56372,400,6,40,DDoS
92012,44,70,71366,20,0,29,DDoS
97320,33,17,95176,210,7,3,DDoS
61428,13,50,73870,954,9,34,DDoS
23740,78,37,48387,935,8,13,DDoS
60353,88,82,53927,818,9,13,DDoS
91353,98,62,10304,12,5,47,DDoS
57532,26,90,18032,223,3,36,DDoS
17052,21,80,92291,817,5,19,DDoS
48076,28,72,60486,316,9,28,DDoS
54420,48,88,66552,989,6,22,DDoS
1671,40,77,74844,553,5,46,DDoS
1163,66,29,30654,569,0,20,DDoS
42424,73,32,40244,336,4,30,DDoS
54744,87,88,6942,773,7,31,DDoS
71331,79,80,51697,208,7,40,DDoS
11634,77,11,3693,925,9,6,DDoS
5798,23,96,57751,610,8,12,DDoS
23420,81,6,82098,118,3,22,DDoS
30300,48,35,7259,300,9,7,DDoS
90881,2,33,5942,117,5,11,DDoS
11749,84,18,48419,417,6,35,DDoS
26121,20,37,57105,561,4,15,DDoS
38487,59,13,66907,982,7,25,DDoS
94947,46,74,28383,61,2,28,DDoS
34361,3,90,24404,121,7,28,DDoS
22223,55,81,73656,304,4,5,DDoS
73930,12,64,6702,589,0,36,DDoS
15056,40,1,74883,198,5,32,DDoS
29380,66,63,57332,853,1,30,DDoS
27035,78,89,40419,730,6,45,DDoS
31620,16,34,91576,74,8,40,DDoS
20877,83,10,89078,583,2,17,DDoS
56316,34,84,74844,474,9,37,DDoS
65041,44,7,40242,267,3,46,DDoS
54352,6,56,35142,655,3,30,DDoS
31911,77,80,97226,643,3,15,DDoS
33784,64,37,8393,340,2,39,DDoS
4191,22,29,70939,510,4,36,DDoS
34160,18,12,70082,692,8,13,DDoS
91536,12,17,29893,219,7,38,DDoS
65641,52,48,10388,817,9,3,DDoS
50723,94,84,63969,98,1,29,DDoS
4631,51,26,37660,688,8,32,DDoS
7172,71,83,90244,37,9,35,DDoS
43080,96,12,25726,247,1,29,DDoS
90097,48,21,80544,345,6,13,DDoS
91353,19,42,63996,72,4,22,DDoS
21281,6,61,1111,969,6,47,DDoS
29671,84,58,18545,776,4,27,DDoS
52431,27,54,41168,917,5,6,DDoS
91900,53,34,3379,562,7,41,DDoS
93961,48,7,96773,509,0,9,DDoS
29602,7,35,88346,550,0,3,DDoS
89789,59,15,42120,800,4,43,DDoS
52399,69,65,18809,478,0,37,DDoS
24472,11,90,53813,601,2,12,DDoS
50230,15,99,75005,60,9,20,DDoS
74616,64,25,28967,121,8,32,DDoS
8099,3,59,10748,882,6,39,DDoS
26431,69,79,24424,310,5,27,DDoS
57492,23,86,87512,99,7,22,DDoS
97722,53,6,24914,238,7,31,DDoS
48684,37,52,96603,159,5,47,DDoS
31111,9,79,79478,764,3,4,DDoS
64936,15,88,20491,147,3,25,DDoS
23614,3,21,50454,144,3,38,DDoS
93260,93,71,71069,466,5,25,DDoS
42991,70,93,52925,610,0,2,DDoS
71476,17,96,90119,503,1,23,DDoS
61920,26,32,38049,536,5,33,DDoS
95294,21,53,28821,342,0,33,DDoS
64530,72,59,96797,371,8,19,DDoS
37224,21,69,30945,183,5,29,DDoS
8788,11,62,18384,611,6,41,DDoS
29082,38,4,29410,222,0,19,DDoS
90570,72,86,78734,352,7,40,DDoS
77816,88,18,64766,70,4,17,DDoS
84588,35,99,95890,885,4,37,DDoS
17531,14,81,8169,741,5,19,DDoS
89340,14,56,41129,70,6,5,DDoS
95439,10,24,98445,828,6,41,DDoS
45857,12,66,4830,687,4,24,DDoS
11142,38,13,57306,533,0,40,DDoS
49355,34,62,87940,225,8,40,DDoS
10866,41,54,66267,598,5,2,DDoS
71067,10,15,28757,753,8,43,DDoS
65027,17,69,64867,633,3,42,DDoS
58906,17,3,36650,587,1,45,DDoS
29138,67,37,34766,703,2,18,DDoS
93601,62,37,82478,432,3,9,DDoS
30956,95,3,33419,725,9,4,DDoS
77295,1,63,17668,432,7,21,DDoS
6439,12,35,17246,380,2,8,DDoS
48241,4,52,25996,215,7,32,DDoS
43533,42,87,52312,295,5,14,DDoS
29270,13,28,4065,114,3,23,DDoS
79815,98,94,11467,763,6,29,DDoS
40279,85,18,51646,756,4,35,DDoS
24888,86,36,22007,697,4,38,DDoS
18630,4,33,69079,732,8,5,DDoS
62063,82,64,29702,552,2,14,DDoS
36144,69,26,95369,756,9,37,DDoS
53161,19,48,76569,251,3,38,DDoS
97718,2,40,54952,500,4,21,DDoS
92074,12,17,59065,674,0,2,DDoS
78360,81,40,35169,717,6,28,DDoS
51979,74,7,17829,507,7,28,DDoS
98661,98,57,61135,444,5,30,DDoS
7979,6,8,5522,790,8,44,DDoS
27189,8,56,86687,493,2,1,DDoS
43600,51,31,36319,456,1,34,DDoS
60560,11,59,27543,393,4,44,DDoS
79040,63,58,31473,519,8,8,DDoS
62558,57,12,8699,179,0,21,DDoS
87205,12,48,69165,959,0,18,DDoS
7910,73,31,41455,878,9,49,DDoS
58713,2,83,76692,332,2,36,DDoS
47857,8,63,18441,857,9,9,DDoS
35964,11,74,31716,483,2,45,DDoS
86667,53,39,63175,241,4,20,DDoS
26227,10,76,7834,705,3,16,DDoS
6978,85,20,19179,368,5,2,DDoS
88527,84,48,27219,284,7,6,DDoS
18153,8,71,16782,951,7,40,DDoS
60765,36,54,82363,920,3,36,DDoS
40071,93,78,75967,41,0,35,DDoS
70519,76,75,10496,186,6,2,DDoS
10503,14,71,89867,926,5,12,DDoS
61703,54,29,40238,74,4,40,DDoS
65379,85,74,47025,719,3,29,DDoS
96457,86,93,60886,36,5,22,DDoS
58866,21,73,24563,672,7,6,DDoS
17905,50,48,4712,824,5,29,DDoS
46838,94,74,95067,488,2,28,DDoS
59279,39,83,46489,277,8,7,DDoS
90489,20,56,33664,606,2,9,DDoS
27806,88,95,13420,75,3,32,DDoS
46000,87,17,55610,142,4,19,DDoS
23168,7,9,6315,914,1,28,DDoS
71119,9,97,71917,925,9,28,DDoS
39714,1,34,76033,375,9,20,DDoS
55093,26,45,95576,91,1,0,DDoS
56419,38,88,98911,902,5,33,DDoS
50145,38,9,80030,840,1,43,DDoS
78425,61,7,64910,991,9,31,DDoS
93949,44,16,98288,337,0,44,DDoS
78811,86,19,61972,107,7,13,DDoS
3461,44,6,91893,594,9,36,DDoS
15291,74,11,56919,336,9,34,DDoS
47804,62,76,83486,551,0,23,DDoS
77971,6,61,82288,134,9,48,DDoS
94471,17,42,5132,219,5,0,DDoS
65946,51,13,42598,996,0,45,DDoS
99989,38,12,94812,793,7,5,DDoS
85080,24,85,21551,734,4,48,DDoS
62332,51,74,93511,142,2,3,DDoS
78794,10,20,69206,512,4,37,DDoS
31841,72,50,75900,166,0,0,DDoS
49758,21,36,27296,568,0,40,DDoS
77272,70,92,91216,878,3,30,DDoS
38643,85,88,19066,884,8,35,DDoS
51408,57,69,29892,391,8,8,DDoS
44950,39,37,76577,31,0,40,DDoS
57849,88,12,75590,983,2,44,DDoS
29044,33,99,78173,962,3,22,DDoS
16997,59,40,77293,604,1,30,DDoS
80751,18,54,65771,428,6,28,DDoS
99605,56,2,28484,481,2,48,DDoS
24911,92,50,78865,243,0,20,DDoS
56533,57,41,28115,581,0,2,DDoS
83566,96,45,27038,463,2,25,DDoS
95870,76,9,37622,709,5,5,DDoS
15571,48,62,36886,579,3,19,DDoS
95463,42,86,52284,780,0,46,DDoS
58941,27,47,10901,171,6,45,DDoS
59005,74,5,57377,310,1,12,DDoS
87250,52,76,83910,315,4,40,DDoS
59712,42,1,50862,11,7,22,DDoS
44541,32,44,33806,280,6,14,DDoS
24387,26,22,18659,430,7,45,DDoS
94980,25,38,24453,152,9,30,DDoS
49908,75,19,31498,709,5,3,DDoS
86457,23,80,71393,873,6,10,DDoS
14057,98,31,17312,862,8,1,DDoS
65028,57,67,2436,969,5,15,DDoS
56731,52,87,28569,986,8,30,DDoS
25858,87,42,59813,745,1,47,DDoS
49689,93,82,91485,888,1,38,DDoS
45638,31,26,74229,701,1,42,DDoS
92598,64,13,46986,544,5,43,DDoS
47486,71,58,54177,876,1,3,DDoS
21567,33,18,10305,46,2,47,DDoS
30739,85,67,33646,116,7,27,DDoS
58804,2,87,93838,306,7,15,DDoS
4754,18,3,77126,750,3,38,DDoS
28044,47,55,41430,834,8,24,DDoS
68260,33,89,69659,106,7,12,DDoS
67912,98,91,5158,290,0,4,DDoS
9706,84,58,75236,119,7,29,DDoS
9894,35,63,77067,558,0,0,DDoS
19037,51,91,28738,561,3,4,DDoS
84986,18,52,10879,606,9,13,DDoS
82942,88,89,6543,823,5,10,DDoS
52612,72,24,48924,197,6,33,DDoS
30725,30,72,43348,761,9,28,DDoS
6926,44,9,85117,879,3,17,DDoS
10496,53,37,37679,497,7,14,DDoS
57447,10,94,80118,363,7,45,DDoS
30806,87,83,44888,28,8,24,DDoS
89199,52,53,31276,868,5,29,DDoS
42321,49,80,5799,402,3,44,DDoS
66095,11,24,91627,846,1,1,DDoS
23656,66,21,94770,270,6,39,DDoS
56147,58,40,91141,994,9,26,DDoS
92396,90,62,61558,419,2,48,DDoS
50666,36,70,37534,412,2,14,DDoS
83368,33,69,32668,679,2,31,DDoS
39787,47,14,5111,493,3,19,DDoS
63946,13,42,25686,313,1,13,DDoS
22727,40,50,73551,633,4,26,DDoS
96081,89,61,73392,665,2,2,DDoS
69056,68,4,17490,777,9,48,DDoS
4081,42,72,36194,976,4,2,DDoS
35196,19,88,15497,27,6,12,DDoS
37735,82,75,54516,193,8,24,DDoS
81102,94,17,89730,414,1,17,DDoS
80578,19,85,45104,808,8,0,DDoS
26498,58,57,6316,906,9,38,DDoS
77865,23,90,39130,140,5,4,DDoS
32656,54,48,71229,488,5,1,DDoS
68695,80,44,30954,802,2,29,DDoS
38900,65,45,22652,766,9,16,DDoS
85899,12,91,15178,17,8,28,DDoS
48701,24,80,52163,714,3,41,DDoS
20033,34,90,15751,327,4,3,DDoS
11805,53,33,66961,400,2,8,DDoS
36851,8,31,4044,528,4,20,DDoS
27832,18,47,64165,145,7,42,DDoS
64437,57,6,12480,540,7,11,DDoS
14944,5,72,66439,922,7,11,DDoS
20873,26,71,44874,660,5,49,DDoS
41372,30,34,67775,376,0,3,DDoS
90464,54,53,7566,498,9,27,DDoS
16379,13,14,86311,698,5,8,DDoS
37751,83,16,54149,20,9,39,DDoS
90822,29,43,4006,562,6,31,DDoS
6110,3,73,73561,455,8,12,DDoS
55341,90,74,20423,123,7,33,DDoS
13087,58,81,91710,701,7,18,DDoS
24762,76,12,93199,715,6,13,DDoS
83617,2,70,34952,205,1,4,DDoS
10596,75,19,28326,869,0,26,DDoS
19313,28,41,32139,746,1,27,DDoS
67549,82,53,63103,852,5,25,DDoS
24705,77,29,61857,332,1,9,DDoS
68364,86,70,74638,945,9,23,DDoS
74445,76,59,73652,782,3,16,DDoS
79645,2,89,13937,521,9,15,DDoS
3023,7,64,31161,637,2,16,DDoS
60796,26,24,5383,990,5,0,DDoS
81073,90,89,86856,671,7,20,DDoS
93197,88,16,71043,639,5,46,DDoS
65429,76,52,15735,174,1,48,DDoS
62627,16,80,60919,261,4,42,DDoS
34848,23,6,96249,788,5,21,DDoS
38804,40,37,83055,53,8,4,DDoS
16379,60,85,68561,479,5,35,DDoS
60664,73,4,86455,498,9,20,DDoS
28766,32,98,38622,190,4,8,DDoS
69099,15,92,39135,86,0,26,DDoS
37060,13,38,36658,383,9,47,DDoS
95733,5,41,85677,637,4,11,DDoS
70122,75,92,30696,966,4,17,DDoS
17087,74,81,4773,76,5,34,DDoS
49868,52,14,25956,534,6,14,DDoS
24225,77,71,16819,101,3,49,DDoS
96286,41,86,2528,767,6,43,DDoS
7643,53,51,87491,788,4,29,DDoS
94059,50,65,45588,660,5,44,DDoS
37727,15,93,71585,862,3,32,DDoS
12005,7,52,21511,253,7,35,DDoS
66697,40,95,11119,350,8,39,DDoS
17029,28,30,76893,912,1,29,DDoS
15226,32,57,17167,794,3,25,DDoS
64646,99,79,57503,313,7,20,DDoS
61603,15,82,88789,407,7,36,DDoS
29731,85,99,35889,712,8,42,DDoS
69926,70,30,46678,457,2,30,DDoS
6997,65,98,96334,106,0,16,DDoS
56506,4,42,61262,340,8,16,DDoS
79229,11,11,5681,214,0,33,DDoS
50815,26,27,81291,458,2,23,DDoS
43092,61,24,67008,427,2,32,DDoS
63539,37,99,99417,658,8,3,DDoS
67077,23,39,14690,86,0,8,DDoS
22817,93,72,26912,905,6,1,DDoS
38861,85,18,7473,558,1,34,DDoS
14428,91,77,42298,807,6,37,DDoS
44934,40,45,19669,434,0,44,DDoS
11258,77,88,82998,438,9,14,DDoS
58775,23,87,21943,494,9,42,DDoS
82580,16,12,39785,824,7,41,DDoS
95947,94,49,64427,144,9,2,DDoS
6469,61,94,63001,663,9,30,DDoS
29854,68,31,62724,263,1,40,DDoS
7256,80,92,11832,569,2,41,DDoS
77256,31,22,6385,264,7,22,DDoS
34937,53,44,96898,655,2,11,DDoS
2651,25,92,15708,811,0,7,DDoS
51288,44,64,59600,729,8,20,DDoS
85730,12,77,24438,508,7,20,DDoS
26051,90,25,83747,622,3,31,DDoS
28386,97,51,81107,493,7,16,DDoS
76054,92,7,61062,55,4,36,DDoS
17184,9,6,66428,452,2,23,DDoS
34787,12,24,87843,591,0,7,DDoS
22621,69,19,12002,657,9,17,DDoS
76564,54,83,37153,801,4,10,DDoS
78984,54,9,23440,588,5,9,DDoS
60792,28,36,68501,13,3,25,DDoS
46253,56,40,33556,745,6,46,DDoS
35051,99,93,68963,10,2,5,DDoS
50811,69,24,91725,299,6,16,DDoS
31447,98,48,91674,118,0,22,DDoS
84930,98,63,7563,786,6,41,DDoS
31254,77,69,80923,584,0,36,DDoS
85045,58,53,6840,469,0,27,DDoS
58418,78,54,16154,275,1,15,DDoS
15472,75,42,25194,147,1,11,DDoS
4471,42,45,66020,443,3,20,DDoS
96804,38,90,47861,53,0,23,DDoS
9329,68,14,23448,895,3,27,DDoS
35865,53,29,97460,519,1,36,DDoS
47850,33,6,24528,953,3,20,DDoS
55220,71,7,30402,992,3,32,DDoS
94808,56,37,5352,271,8,1,DDoS
7397,72,53,1184,737,8,36,DDoS
98909,51,18,11384,642,0,18,DDoS
36525,74,87,15319,161,4,27,DDoS
54072,43,38,21449,222,6,14,DDoS
91106,15,59,57333,243,3,0,DDoS
84820,38,1,42205,872,4,42,DDoS
85530,15,68,11426,632,1,27,DDoS
24284,5,44,8504,963,2,49,DDoS
62330,93,47,57578,370,6,34,DDoS
84369,83,35,59209,329,9,31,DDoS
26122,54,87,34368,231,6,27,DDoS
71553,51,91,53185,961,3,8,DDoS
82906,10,60,98630,747,0,23,DDoS
95788,12,90,81221,219,0,3,DDoS
63812,4,52,9724,405,3,44,DDoS
8999,95,8,6084,940,3,40,DDoS
23436,18,80,35810,592,5,2,DDoS
43963,80,41,83277,498,6,47,DDoS
3096,36,3,83297,881,8,21,DDoS
26279,25,96,79872,610,8,39,DDoS
27201,87,69,21872,783,9,38,DDoS
20715,76,84,79950,970,4,48,DDoS
30309,98,14,71333,887,9,24,DDoS
16078,36,96,69843,473,2,47,DDoS
57614,67,26,99104,709,2,21,DDoS
6105,9,70,3596,633,5,49,DDoS
95848,61,58,18167,461,0,47,DDoS
3839,53,40,88844,422,6,46,DDoS
69920,18,51,90751,943,2,33,DDoS
44619,43,5,78331,760,4,19,DDoS
43821,35,77,81520,485,6,35,DDoS
14493,63,32,59326,265,6,36,DDoS
18069,98,80,78670,159,8,38,DDoS
8531,78,1,11782,136,0,26,DDoS
38051,4,77,43002,401,2,46,DDoS
8736,93,54,88187,840,8,48,DDoS
8710,41,11,25022,489,7,31,DDoS
68155,45,53,85458,406,1,41,DDoS
14975,50,8,15618,932,7,28,DDoS
63424,79,25,18245,411,7,40,DDoS
46603,28,40,84796,283,1,47,DDoS
24252,42,32,11027,854,7,31,DDoS
81797,80,88,14986,991,2,23,DDoS
2431,76,28,4526,967,6,2,DDoS
75603,69,78,92797,919,8,26,DDoS
38481,98,3,45361,148,3,8,DDoS
93573,1,91,68158,112,5,39,DDoS
10557,39,84,39286,251,8,22,DDoS
75971,96,79,30533,126,4,6,DDoS
1162,90,62,19316,223,0,16,DDoS
35742,17,27,9699,493,2,36,DDoS
20675,91,45,80491,538,8,6,DDoS
74997,88,92,98079,700,2,29,DDoS
18015,35,25,59465,233,9,12,DDoS
51057,46,61,17673,279,1,17,DDoS
33591,42,44,24395,834,3,30,DDoS
94583,39,97,24707,870,4,21,DDoS
10833,90,46,85749,143,6,13,DDoS
8896,49,14,76937,123,6,17,DDoS
33972,62,8,87732,450,8,34,DDoS
50733,38,48,57416,653,7,16,DDoS
42800,23,14,92512,660,1,18,DDoS
97044,22,65,9758,374,7,30,DDoS
6347,4,80,68009,241,7,38,DDoS
60063,49,82,14281,467,4,35,DDoS
96850,59,7,33548,384,2,14,DDoS
3643,73,79,19371,613,8,28,DDoS
41785,68,88,94899,788,6,39,DDoS
19681,71,49,78593,620,0,15,DDoS
51026,87,55,20644,216,7,32,DDoS
16892,2,13,94659,529,9,24,DDoS
48299,49,73,24874,477,4,15,DDoS
18073,88,56,89659,891,5,29,DDoS
31682,95,56,15281,452,8,33,DDoS
98798,31,15,69787,926,9,1,DDoS
97894,40,57,23289,330,7,39,DDoS
15289,48,58,6054,102,2,43,DDoS
8927,51,35,67846,417,4,42,DDoS
49330,43,88,95682,167,3,37,DDoS
67707,98,97,50769,881,0,17,DDoS
78454,55,16,30312,108,4,4,DDoS
66428,88,8,97517,234,9,46,DDoS
51601,49,93,5257,861,6,39,DDoS
78465,90,87,16846,450,0,5,DDoS
3539,80,45,23483,729,3,11,DDoS
23669,57,95,27558,594,5,11,DDoS
71968,77,40,44188,410,8,11,DDoS
21644,15,54,14012,580,7,8,DDoS
19745,27,14,34236,808,1,41,DDoS
29228,68,59,46076,73,2,21,DDoS
35521,80,94,49402,777,9,48,DDoS
98239,64,53,95467,569,4,49,DDoS
27928,94,27,33076,288,6,15,DDoS
19322,30,47,81337,719,2,3,DDoS
58714,36,80,76164,679,6,49,DDoS
88896,67,6,75264,832,4,2,DDoS
63292,86,55,18335,528,9,15,DDoS
30055,86,97,44773,257,5,13,DDoS
43891,49,44,53158,377,5,40,DDoS
82912,76,18,29570,753,3,37,DDoS
7588,55,16,88995,627,7,3,DDoS
91536,85,12,41658,980,8,1,DDoS
7304,56,20,60184,107,1,9,DDoS
8345,68,45,73613,277,8,10,DDoS
30300,95,64,59194,69,3,38,DDoS
25259,44,59,68507,509,5,25,DDoS
92006,31,93,34959,317,6,36,DDoS
89553,58,94,54072,502,3,25,DDoS
16352,87,90,46588,420,7,3,DDoS
34365,53,22,41533,149,9,25,DDoS
20446,84,97,69582,918,7,37,DDoS
3336,79,47,62743,337,0,27,DDoS
63032,23,29,45518,473,7,1,DDoS
76415,28,86,13703,711,9,1,DDoS
98852,16,45,50456,646,2,15,DDoS
99876,37,77,56491,934,4,22,DDoS
8521,21,9,9043,172,9,22,DDoS
72707,79,24,69340,69,7,12,DDoS
24481,17,15,11176,934,5,20,DDoS
19474,37,36,4936,40,3,38,DDoS
47760,77,13,32174,342,3,24,DDoS
56718,19,91,83632,85,3,36,DDoS
45629,30,44,89768,764,5,48,DDoS
46232,45,71,26909,326,6,12,DDoS
87544,18,72,45158,779,4,14,DDoS
68169,78,78,9366,426,9,27,DDoS
51669,62,76,86125,977,7,2,DDoS
79021,36,36,55337,199,6,22,DDoS
70184,84,61,60331,498,7,3,DDoS
48945,52,81,63197,898,3,46,DDoS
14140,19,40,73042,324,7,49,DDoS
84457,44,93,51924,305,5,2,DDoS
15357,7,27,29842,510,2,38,DDoS
69673,44,1,18458,186,7,7,DDoS
66633,68,34,88367,809,6,42,DDoS
77943,34,68,66382,815,9,24,DDoS
97111,66,88,75319,869,4,40,DDoS
79258,69,21,12170,728,3,11,DDoS
13924,55,33,81145,224,0,4,DDoS
70286,10,7,45942,865,9,32,DDoS
94269,96,65,89571,662,2,45,DDoS
75071,42,3,17208,606,1,24,DDoS
58326,41,51,36178,703,7,24,DDoS
91023,77,79,80172,341,7,34,DDoS
31651,69,95,10039,137,4,14,DDoS
71202,10,54,15990,278,4,41,DDoS
49777,10,80,7441,560,3,25,DDoS
17994,91,74,75221,544,0,9,DDoS
68263,60,93,80314,763,0,23,DDoS
60634,51,59,46959,375,5,34,DDoS
11800,21,6,27862,628,3,28,DDoS
38823,8,29,28273,357,3,37,DDoS
64878,65,17,94949,151,2,4,DDoS
19708,92,60,43500,154,8,23,DDoS
13819,78,22,4956,801,2,18,DDoS
75905,85,24,73089,254,7,45,DDoS
64870,30,81,89789,451,1,48,DDoS
10283,85,85,90451,712,3,43,DDoS
31573,49,51,3365,299,0,8,DDoS
79707,9,50,73204,700,4,25,DDoS
31933,17,11,6000,121,1,24,DDoS
6774,69,56,58072,223,0,34,DDoS
73055,58,71,53499,659,0,49,DDoS
11983,57,42,70211,895,1,35,DDoS
97468,62,39,13907,209,4,13,DDoS
97334,95,69,18336,414,8,5,DDoS
19133,52,48,86220,430,5,31,DDoS
15939,61,57,94847,16,3,25,DDoS
1781,40,21,53331,867,2,14,DDoS
57700,38,82,81672,534,7,48,DDoS
28624,43,99,78755,601,2,30,DDoS
7823,63,20,69783,295,0,36,DDoS
19489,19,15,70951,680,3,37,DDoS
40961,50,69,53509,398,4,36,DDoS
30118,33,77,7472,425,4,18,DDoS
82816,13,51,23380,793,4,13,DDoS
23263,78,76,28280,722,7,35,DDoS
14565,97,62,22859,159,7,36,DDoS
21354,62,85,49402,969,3,10,DDoS
43951,93,37,9262,437,8,26,DDoS
92179,43,6,12066,817,0,1,DDoS
24648,49,71,16554,302,4,21,DDoS
51729,36,26,8008,343,4,1,DDoS
42971,10,8,88851,281,4,19,DDoS
19658,95,73,81799,52,7,43,DDoS
22253,6,91,17238,477,8,47,DDoS
65166,57,4,83025,328,2,16,DDoS
49563,1,21,18153,501,8,3,DDoS
27390,71,31,60353,536,7,13,DDoS
89664,58,21,53092,769,2,6,DDoS
52578,91,25,44152,181,1,14,DDoS
80025,21,15,50104,739,3,29,DDoS
33658,92,35,25283,658,1,15,DDoS
7852,80,49,47429,330,3,39,DDoS
95986,56,43,78223,748,4,1,DDoS
3551,87,41,89534,53,1,18,DDoS
72947,20,37,55957,541,7,0,DDoS
62001,54,57,29887,640,0,30,DDoS
50159,25,42,47172,463,2,3,DDoS
52707,28,47,5355,755,6,26,DDoS
34243,5,92,34701,979,9,24,DDoS
22800,21,61,42534,889,0,21,DDoS
76939,18,14,72442,900,1,42,DDoS
58828,47,68,62274,938,2,9,DDoS
8239,70,53,79108,857,1,49,DDoS
7710,57,84,13279,877,1,32,DDoS
22384,93,34,44491,783,5,48,DDoS
22038,19,76,77147,92,6,47,DDoS
41846,97,97,9261,552,5,43,DDoS
88983,65,24,5474,331,5,29,DDoS
68821,3,20,92414,795,8,29,DDoS
38991,42,69,29390,243,7,15,DDoS
80057,21,30,27925,549,7,8,DDoS
7971,99,88,83174,261,5,16,DDoS
30139,40,7,60051,845,4,34,DDoS
86445,67,36,90007,774,8,49,DDoS
78067,25,38,5787,458,1,46,DDoS
81257,55,80,74398,248,6,14,DDoS
85742,84,52,59177,499,5,47,DDoS
38711,52,15,44724,891,6,27,DDoS
7530,44,46,11663,473,3,19,DDoS
12116,98,23,17120,950,8,32,DDoS
66794,85,12,23740,323,6,32,DDoS
1282,56,93,3035,184,1,35,DDoS
80473,55,44,58443,715,3,12,DDoS
2898,87,15,68388,189,4,3,DDoS
5135,70,93,53335,941,1,22,DDoS
7629,77,49,44315,394,9,7,DDoS
86120,87,21,65165,304,7,12,DDoS
90087,73,15,47627,224,0,23,DDoS
66031,81,14,9303,995,2,39,DDoS
34380,66,42,50334,724,0,45,DDoS
18071,19,80,56892,771,4,29,DDoS
21074,83,15,62196,883,7,29,DDoS
91724,7,63,66700,778,6,24,DDoS
68843,63,68,40726,84,8,32,DDoS
40901,42,27,76751,353,1,8,DDoS
12205,42,87,50606,723,7,25,DDoS
56661,59,93,31694,151,7,23,DDoS
6906,20,53,32253,727,5,32,DDoS
3591,73,52,25230,208,2,38,DDoS
63987,17,63,54974,928,1,24,DDoS
64370,27,73,64545,180,7,44,DDoS
81685,47,53,17925,415,5,14,DDoS
55400,2,57,7033,837,3,40,DDoS
26150,63,52,63461,237,4,47,DDoS
32852,62,43,3665,420,4,48,DDoS
